State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
Oregon,41,2013,2013,115,3925751,2.9,2.4,3.5,0.3,0.10%
Oregon,41,2014,2014,140,3968371,3.5,2.9,4.1,0.3,0.20%
Oregon,41,2015,2015,139,4024634,3.5,2.9,4,0.3,0.20%
Oregon,41,2016,2016,134,4093465,3.3,2.7,3.8,0.3,0.10%
Pennsylvania,42,1999,1999,122,12263805,1,0.8,1.2,0.1,0.10%
Pennsylvania,42,2000,2000,132,12281054,1.1,0.9,1.3,0.1,0.10%
Pennsylvania,42,2001,2001,125,12298970,1,0.8,1.2,0.1,0.10%
Pennsylvania,42,2002,2002,139,12331031,1.1,0.9,1.3,0.1,0.20%
Pennsylvania,42,2003,2003,165,12374658,1.3,1.1,1.5,0.1,0.20%
Pennsylvania,42,2004,2004,157,12410722,1.3,1.1,1.5,0.1,0.20%
Pennsylvania,42,2005,2005,185,12449990,1.5,1.3,1.7,0.1,0.20%
Pennsylvania,42,2006,2006,186,12510809,1.5,1.3,1.7,0.1,0.20%
Pennsylvania,42,2007,2007,214,12563937,1.7,1.5,1.9,0.1,0.20%
Pennsylvania,42,2008,2008,198,12612285,1.6,1.4,1.8,0.1,0.20%
Pennsylvania,42,2009,2009,203,12666858,1.6,1.4,1.8,0.1,0.20%
Pennsylvania,42,2010,2010,222,12702379,1.7,1.5,2,0.1,0.20%
Pennsylvania,42,2011,2011,265,12744293,2.1,1.8,2.3,0.1,0.30%
Pennsylvania,42,2012,2012,292,12771854,2.3,2,2.5,0.1,0.30%
Pennsylvania,42,2013,2013,264,12781338,2.1,1.8,2.3,0.1,0.30%
Pennsylvania,42,2014,2014,246,12790565,1.9,1.7,2.2,0.1,0.30%
Pennsylvania,42,2015,2015,302,12791904,2.4,2.1,2.6,0.1,0.30%
Pennsylvania,42,2016,2016,287,12784227,2.2,2,2.5,0.1,0.30%
Rhode Island,44,1999,1999,Suppressed,1040402,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Rhode Island,44,2000,2000,Suppressed,1048319,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Rhode Island,44,2001,2001,14,1057142,1.3 (Unreliable),0.7,2.2,0.4,0.00%
Rhode Island,44,2002,2002,Suppressed,1065995,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Rhode Island,44,2003,2003,Suppressed,1071342,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Rhode Island,44,2004,2004,Suppressed,1074579,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Rhode Island,44,2005,2005,16,1067916,1.5 (Unreliable),0.9,2.4,0.4,0.00%
Rhode Island,44,2006,2006,19,1063096,1.8 (Unreliable),1.1,2.8,0.4,0.00%
Rhode Island,44,2007,2007,14,1057315,1.3 (Unreliable),0.7,2.2,0.4,0.00%
Rhode Island,44,2008,2008,18,1055003,1.7 (Unreliable),1,2.7,0.4,0.00%
Rhode Island,44,2009,2009,14,1053646,1.3 (Unreliable),0.7,2.2,0.4,0.00%
Rhode Island,44,2010,2010,21,1052567,2,1.2,3,0.4,0.00%
Rhode Island,44,2011,2011,16,1052451,1.5 (Unreliable),0.9,2.5,0.4,0.00%
Rhode Island,44,2012,2012,13,1052901,1.2 (Unreliable),0.7,2.1,0.3,0.00%
Rhode Island,44,2013,2013,18,1053033,1.7 (Unreliable),1,2.7,0.4,0.00%
Rhode Island,44,2014,2014,29,1054480,2.8,1.8,3.9,0.5,0.00%
Rhode Island,44,2015,2015,30,1055607,2.8,1.9,4.1,0.5,0.00%
Rhode Island,44,2016,2016,26,1056426,2.5,1.6,3.6,0.5,0.00%
South Carolina,45,1999,1999,34,3974682,0.9,0.6,1.2,0.1,0.00%
South Carolina,45,2000,2000,42,4012012,1,0.8,1.4,0.2,0.00%
South Carolina,45,2001,2001,64,4064995,1.6,1.2,2,0.2,0.10%
South Carolina,45,2002,2002,59,4107795,1.4,1.1,1.9,0.2,0.10%
South Carolina,45,2003,2003,64,4150297,1.5,1.2,2,0.2,0.10%
South Carolina,45,2004,2004,59,4210921,1.4,1.1,1.8,0.2,0.10%
South Carolina,45,2005,2005,83,4270150,1.9,1.5,2.4,0.2,0.10%
South Carolina,45,2006,2006,77,4357847,1.8,1.4,2.2,0.2,0.10%
South Carolina,45,2007,2007,85,4444110,1.9,1.5,2.4,0.2,0.10%
South Carolina,45,2008,2008,71,4528996,1.6,1.2,2,0.2,0.10%
South Carolina,45,2009,2009,79,4589872,1.7,1.4,2.1,0.2,0.10%
South Carolina,45,2010,2010,78,4625364,1.7,1.3,2.1,0.2,0.10%
South Carolina,45,2011,2011,95,4672637,2,1.6,2.5,0.2,0.10%
South Carolina,45,2012,2012,102,4720760,2.2,1.7,2.6,0.2,0.10%
South Carolina,45,2013,2013,103,4767894,2.2,1.7,2.6,0.2,0.10%
South Carolina,45,2014,2014,117,4828430,2.4,2,2.9,0.2,0.10%
South Carolina,45,2015,2015,109,4894834,2.2,1.8,2.6,0.2,0.10%
South Carolina,45,2016,2016,124,4961119,2.5,2.1,2.9,0.2,0.10%
South Dakota,46,1999,1999,Suppressed,750412,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2000,2000,Suppressed,754844,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2001,2001,Suppressed,757972,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2002,2002,Suppressed,760020,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2003,2003,Suppressed,763729,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2004,2004,Suppressed,770396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2005,2005,12,775493,1.5 (Unreliable),0.8,2.7,0.4,0.00%
South Dakota,46,2006,2006,Suppressed,783033,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2007,2007,12,791623,1.5 (Unreliable),0.8,2.6,0.4,0.00%
South Dakota,46,2008,2008,Suppressed,799124,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2009,2009,Suppressed,807067,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
South Dakota,46,2010,2010,14,814180,1.7 (Unreliable),0.9,2.9,0.5,0.00%
South Dakota,46,2011,2011,17,824398,2.1 (Unreliable),1.2,3.3,0.5,0.00%
South Dakota,46,2012,2012,14,834441,1.7 (Unreliable),0.9,2.8,0.4,0.00%
South Dakota,46,2013,2013,13,844922,1.5 (Unreliable),0.8,2.6,0.4,0.00%
South Dakota,46,2014,2014,10,852561,1.2 (Unreliable),0.6,2.2,0.4,0.00%
South Dakota,46,2015,2015,14,857919,1.6 (Unreliable),0.9,2.7,0.4,0.00%
South Dakota,46,2016,2016,21,865454,2.4,1.5,3.7,0.5,0.00%
Tennessee,47,1999,1999,52,5638706,0.9,0.7,1.2,0.1,0.10%
Tennessee,47,2000,2000,72,5689283,1.3,1,1.6,0.1,0.10%
Tennessee,47,2001,2001,88,5750789,1.5,1.2,1.9,0.2,0.10%
Tennessee,47,2002,2002,111,5795918,1.9,1.6,2.3,0.2,0.10%
Tennessee,47,2003,2003,127,5847812,2.2,1.8,2.5,0.2,0.10%
Tennessee,47,2004,2004,144,5910809,2.4,2,2.8,0.2,0.20%
Tennessee,47,2005,2005,176,5991057,2.9,2.5,3.4,0.2,0.20%
Tennessee,47,2006,2006,115,6088766,1.9,1.5,2.2,0.2,0.10%
Tennessee,47,2007,2007,157,6175727,2.5,2.1,2.9,0.2,0.20%
Tennessee,47,2008,2008,139,6247411,2.2,1.9,2.6,0.2,0.20%
Tennessee,47,2009,2009,188,6306019,3,2.6,3.4,0.2,0.20%
Tennessee,47,2010,2010,164,6346105,2.6,2.2,3,0.2,0.20%
Tennessee,47,2011,2011,161,6397634,2.5,2.1,2.9,0.2,0.20%
Tennessee,47,2012,2012,198,6454306,3.1,2.6,3.5,0.2,0.20%
Tennessee,47,2013,2013,192,6494821,3,2.5,3.4,0.2,0.20%
Tennessee,47,2014,2014,216,6544663,3.3,2.9,3.7,0.2,0.20%
Tennessee,47,2015,2015,195,6595056,3,2.5,3.4,0.2,0.20%
Tennessee,47,2016,2016,192,6651194,2.9,2.5,3.3,0.2,0.20%
Texas,48,1999,1999,189,20558220,0.9,0.8,1.1,0.1,0.20%
Texas,48,2000,2000,247,20851820,1.2,1,1.3,0.1,0.30%
Texas,48,2001,2001,255,21319622,1.2,1,1.3,0.1,0.30%
Texas,48,2002,2002,291,21690325,1.3,1.2,1.5,0.1,0.30%
Texas,48,2003,2003,306,22030931,1.4,1.2,1.5,0.1,0.30%
Texas,48,2004,2004,315,22394023,1.4,1.3,1.6,0.1,0.30%
Texas,48,2005,2005,328,22778123,1.4,1.3,1.6,0.1,0.40%
Texas,48,2006,2006,356,23359580,1.5,1.4,1.7,0.1,0.40%
Texas,48,2007,2007,368,23831983,1.5,1.4,1.7,0.1,0.40%
Texas,48,2008,2008,398,24309039,1.6,1.5,1.8,0.1,0.40%
Texas,48,2009,2009,390,24801761,1.6,1.4,1.7,0.1,0.40%
Texas,48,2010,2010,381,25145561,1.5,1.4,1.7,0.1,0.40%
Texas,48,2011,2011,414,25646389,1.6,1.5,1.8,0.1,0.50%
Texas,48,2012,2012,420,26071655,1.6,1.5,1.8,0.1,0.50%
Texas,48,2013,2013,405,26473525,1.5,1.4,1.7,0.1,0.40%
Texas,48,2014,2014,469,26944751,1.7,1.6,1.9,0.1,0.50%
Texas,48,2015,2015,490,27429639,1.8,1.6,1.9,0.1,0.50%
Texas,48,2016,2016,472,27862596,1.7,1.5,1.8,0.1,0.50%
Utah,49,1999,1999,16,2203482,0.7 (Unreliable),0.4,1.2,0.2,0.00%
Utah,49,2000,2000,29,2233169,1.3,0.9,1.9,0.2,0.00%
Utah,49,2001,2001,32,2283715,1.4,1,2,0.2,0.00%
Utah,49,2002,2002,35,2324815,1.5,1,2.1,0.3,0.00%
Utah,49,2003,2003,42,2360137,1.8,1.3,2.4,0.3,0.00%
Utah,49,2004,2004,32,2401580,1.3,0.9,1.9,0.2,0.00%
Utah,49,2005,2005,44,2457719,1.8,1.3,2.4,0.3,0.00%
Utah,49,2006,2006,54,2525507,2.1,1.6,2.8,0.3,0.10%
Utah,49,2007,2007,57,2597746,2.2,1.7,2.8,0.3,0.10%
Utah,49,2008,2008,72,2663029,2.7,2.1,3.4,0.3,0.10%
Utah,49,2009,2009,60,2723421,2.2,1.7,2.8,0.3,0.10%
Utah,49,2010,2010,63,2763885,2.3,1.8,2.9,0.3,0.10%
Utah,49,2011,2011,54,2816124,1.9,1.4,2.5,0.3,0.10%
Utah,49,2012,2012,58,2855782,2,1.5,2.6,0.3,0.10%
Utah,49,2013,2013,75,2902663,2.6,2,3.2,0.3,0.10%
Utah,49,2014,2014,62,2941836,2.1,1.6,2.7,0.3,0.10%
Utah,49,2015,2015,68,2990632,2.3,1.8,2.9,0.3,0.10%
Utah,49,2016,2016,59,3051217,1.9,1.5,2.5,0.3,0.10%
Vermont,50,1999,1999,Suppressed,604683,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Vermont,50,2000,2000,Suppressed,608827,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Vermont,50,2001,2001,Suppressed,612223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Vermont,50,2002,2002,11,615442,1.8 (Unreliable),0.9,3.2,0.5,0.00%
Vermont,50,2003,2003,19,617858,3.1 (Unreliable),1.9,4.8,0.7,0.00%
Vermont,50,2004,2004,14,619920,2.3 (Unreliable),1.2,3.8,0.6,0.00%
Vermont,50,2005,2005,Suppressed,621215,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Vermont,50,2006,2006,23,622892,3.7,2.3,5.5,0.8,0.00%
Vermont,50,2007,2007,18,623481,2.9 (Unreliable),1.7,4.6,0.7,0.00%
Vermont,50,2008,2008,23,624151,3.7,2.3,5.5,0.8,0.00%
Vermont,50,2009,2009,27,624817,4.3,2.8,6.3,0.8,0.00%
Vermont,50,2010,2010,27,625741,4.3,2.8,6.3,0.8,0.00%
Vermont,50,2011,2011,22,626730,3.5,2.2,5.3,0.7,0.00%
Vermont,50,2012,2012,14,626444,2.2 (Unreliable),1.2,3.7,0.6,0.00%
Vermont,50,2013,2013,16,627140,2.6 (Unreliable),1.5,4.1,0.6,0.00%
Vermont,50,2014,2014,23,626984,3.7,2.3,5.5,0.8,0.00%
Vermont,50,2015,2015,30,626088,4.8,3.2,6.8,0.9,0.00%
Vermont,50,2016,2016,40,624594,6.4,4.6,8.7,1,0.00%
Virginia,51,1999,1999,59,7000174,0.8,0.6,1.1,0.1,0.10%
Virginia,51,2000,2000,73,7078515,1,0.8,1.3,0.1,0.10%
Virginia,51,2001,2001,50,7198362,0.7,0.5,0.9,0.1,0.10%
Virginia,51,2002,2002,78,7286873,1.1,0.8,1.3,0.1,0.10%
Virginia,51,2003,2003,89,7366977,1.2,1,1.5,0.1,0.10%
Virginia,51,2004,2004,82,7475575,1.1,0.9,1.4,0.1,0.10%
Virginia,51,2005,2005,100,7577105,1.3,1.1,1.6,0.1,0.10%
Virginia,51,2006,2006,101,7673725,1.3,1.1,1.6,0.1,0.10%
Virginia,51,2007,2007,86,7751000,1.1,0.9,1.4,0.1,0.10%
Virginia,51,2008,2008,94,7833496,1.2,1,1.5,0.1,0.10%
Virginia,51,2009,2009,103,7925937,1.3,1,1.6,0.1,0.10%
Virginia,51,2010,2010,93,8001024,1.2,0.9,1.4,0.1,0.10%
Virginia,51,2011,2011,118,8110035,1.5,1.2,1.7,0.1,0.10%
Virginia,51,2012,2012,114,8192048,1.4,1.1,1.6,0.1,0.10%
Virginia,51,2013,2013,120,8262692,1.5,1.2,1.7,0.1,0.10%
Virginia,51,2014,2014,130,8317372,1.6,1.3,1.8,0.1,0.10%
Virginia,51,2015,2015,158,8367587,1.9,1.6,2.2,0.2,0.20%
Virginia,51,2016,2016,177,8411808,2.1,1.8,2.4,0.2,0.20%
Washington,53,1999,1999,47,5842564,0.8,0.6,1.1,0.1,0.10%
Washington,53,2000,2000,55,5894121,0.9,0.7,1.2,0.1,0.10%
Washington,53,2001,2001,75,5985722,1.3,1,1.6,0.1,0.10%
Washington,53,2002,2002,73,6052349,1.2,0.9,1.5,0.1,0.10%
Washington,53,2003,2003,79,6104115,1.3,1,1.6,0.1,0.10%
Washington,53,2004,2004,106,6178645,1.7,1.4,2,0.2,0.10%
Washington,53,2005,2005,116,6257305,1.9,1.5,2.2,0.2,0.10%
Washington,53,2006,2006,99,6370753,1.6,1.3,1.9,0.2,0.10%
Washington,53,2007,2007,124,6461587,1.9,1.6,2.3,0.2,0.10%
Washington,53,2008,2008,155,6562231,2.4,2,2.7,0.2,0.20%
Washington,53,2009,2009,156,6667426,2.3,2,2.7,0.2,0.20%
Washington,53,2010,2010,157,6724540,2.3,2,2.7,0.2,0.20%
Washington,53,2011,2011,168,6822520,2.5,2.1,2.8,0.2,0.20%
Washington,53,2012,2012,166,6895226,2.4,2,2.8,0.2,0.20%
Washington,53,2013,2013,157,6968006,2.3,1.9,2.6,0.2,0.20%
Washington,53,2014,2014,171,7054196,2.4,2.1,2.8,0.2,0.20%
Washington,53,2015,2015,198,7160290,2.8,2.4,3.2,0.2,0.20%
Washington,53,2016,2016,213,7288000,2.9,2.5,3.3,0.2,0.20%
West Virginia,54,1999,1999,21,1811799,1.2,0.7,1.8,0.3,0.00%
West Virginia,54,2000,2000,37,1808344,2,1.4,2.8,0.3,0.00%
West Virginia,54,2001,2001,33,1801481,1.8,1.3,2.6,0.3,0.00%
West Virginia,54,2002,2002,38,1805414,2.1,1.5,2.9,0.3,0.00%
West Virginia,54,2003,2003,40,1812295,2.2,1.6,3,0.3,0.00%
West Virginia,54,2004,2004,50,1816438,2.8,2,3.6,0.4,0.10%
West Virginia,54,2005,2005,49,1820492,2.7,2,3.6,0.4,0.10%
West Virginia,54,2006,2006,50,1827912,2.7,2,3.6,0.4,0.10%
West Virginia,54,2007,2007,61,1834052,3.3,2.5,4.3,0.4,0.10%
West Virginia,54,2008,2008,57,1840310,3.1,2.3,4,0.4,0.10%
West Virginia,54,2009,2009,53,1847775,2.9,2.1,3.8,0.4,0.10%
West Virginia,54,2010,2010,53,1852994,2.9,2.1,3.7,0.4,0.10%
West Virginia,54,2011,2011,72,1854972,3.9,3,4.9,0.5,0.10%
West Virginia,54,2012,2012,60,1856560,3.2,2.5,4.2,0.4,0.10%
West Virginia,54,2013,2013,81,1853231,4.4,3.5,5.4,0.5,0.10%
West Virginia,54,2014,2014,72,1848514,3.9,3,4.9,0.5,0.10%
West Virginia,54,2015,2015,96,1841053,5.2,4.2,6.4,0.5,0.10%
West Virginia,54,2016,2016,84,1831102,4.6,3.7,5.7,0.5,0.10%
Wisconsin,55,1999,1999,43,5332666,0.8,0.6,1.1,0.1,0.00%
Wisconsin,55,2000,2000,46,5363675,0.9,0.6,1.1,0.1,0.10%
Wisconsin,55,2001,2001,69,5406835,1.3,1,1.6,0.2,0.10%
Wisconsin,55,2002,2002,78,5445162,1.4,1.1,1.8,0.2,0.10%
Wisconsin,55,2003,2003,71,5479203,1.3,1,1.6,0.2,0.10%
Wisconsin,55,2004,2004,72,5514026,1.3,1,1.6,0.2,0.10%
Wisconsin,55,2005,2005,69,5546166,1.2,1,1.6,0.1,0.10%
Wisconsin,55,2006,2006,80,5577655,1.4,1.1,1.8,0.2,0.10%
Wisconsin,55,2007,2007,77,5610775,1.4,1.1,1.7,0.2,0.10%
Wisconsin,55,2008,2008,92,5640996,1.6,1.3,2,0.2,0.10%
Wisconsin,55,2009,2009,100,5669264,1.8,1.4,2.1,0.2,0.10%
Wisconsin,55,2010,2010,112,5686986,2,1.6,2.3,0.2,0.10%
Wisconsin,55,2011,2011,111,5709640,1.9,1.6,2.3,0.2,0.10%
Wisconsin,55,2012,2012,137,5726177,2.4,2,2.8,0.2,0.10%
Wisconsin,55,2013,2013,121,5742854,2.1,1.7,2.5,0.2,0.10%
Wisconsin,55,2014,2014,156,5758377,2.7,2.3,3.1,0.2,0.20%
Wisconsin,55,2015,2015,165,5767891,2.9,2.4,3.3,0.2,0.20%
Wisconsin,55,2016,2016,189,5778708,3.3,2.8,3.7,0.2,0.20%
Wyoming,56,1999,1999,Suppressed,491780,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2000,2000,Suppressed,493782,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2001,2001,Suppressed,494657,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2002,2002,Suppressed,500017,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2003,2003,11,503453,2.2 (Unreliable),1.1,3.9,0.7,0.00%
Wyoming,56,2004,2004,Suppressed,509106,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2005,2005,11,514157,2.1 (Unreliable),1.1,3.8,0.6,0.00%
Wyoming,56,2006,2006,13,522667,2.5 (Unreliable),1.3,4.3,0.7,0.00%
Wyoming,56,2007,2007,Suppressed,534876,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2008,2008,Suppressed,546043,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2009,2009,14,559851,2.5 (Unreliable),1.4,4.2,0.7,0.00%
Wyoming,56,2010,2010,Suppressed,563626,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2011,2011,15,567725,2.6 (Unreliable),1.5,4.4,0.7,0.00%
Wyoming,56,2012,2012,15,576765,2.6 (Unreliable),1.5,4.3,0.7,0.00%
Wyoming,56,2013,2013,Suppressed,582684,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2014,2014,Suppressed,583642,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
Wyoming,56,2015,2015,14,586555,2.4 (Unreliable),1.3,4,0.6,0.00%
Wyoming,56,2016,2016,Suppressed,585501,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
